t,motFRTor,motRRTor,motFLTor,motRLTor,dx,q1,ddx
7.098,11.10983923,-20.78887263,11.92246997,-18.62206744,0.937121032,7.47E-05,-0.235081105
7.099,12.54515087,-21.5550217,13.21174298,-20.16038634,0.937677354,8.39E-05,0.556322505
7.1,9.654957899,-19.83820246,10.95436342,-17.43952479,0.936992153,9.33E-05,-0.685200855
7.101,12.77787971,-21.306247,13.59947332,-20.26338439,0.93724946,0.000103042,0.25730719
7.102,12.27210158,-22.12600405,12.81749549,-19.66968152,0.93747165,0.000112923,0.222189649
7.103,11.35283412,-21.58286731,11.91150025,-20.0974863,0.937604107,0.000123158,0.132456415
7.104,12.42649041,-21.37300477,12.40193857,-20.99441873,0.937517102,0.000133668,-0.087004909
7.105,10.9106846,-20.35877404,11.45691279,-20.52309593,0.937231217,0.000144444,-0.285884559
7.106,13.41105236,-20.25167076,13.05888196,-21.66417294,0.93787636,0.000155573,0.645143372
7.107,11.19123046,-19.04677417,10.89495058,-20.6527435,0.937641802,0.000167114,-0.234558577
7.108,12.27156465,-19.36341344,11.45761712,-20.56063653,0.937872025,0.000178986,0.23022343
7.109,12.01776408,-18.99269244,10.6840288,-20.63290636,0.937666684,0.000191149,-0.205341135
7.11,12.85403421,-18.54613466,11.42147155,-20.53135223,0.937953967,0.000203631,0.287282742
7.111,12.61666033,-17.45550489,11.58805473,-19.74206134,0.937953839,0.000216535,-0.000128219
7.112,12.97662997,-17.15702411,11.89386706,-19.47506076,0.938045329,0.000229702,0.091490574
7.113,11.84000726,-17.00413028,11.3173951,-19.08618181,0.937801779,0.000243059,-0.243550215
7.114,12.57056338,-17.41406055,12.26252431,-19.56823501,0.93795425,0.000256556,0.152470974
7.115,11.30842816,-16.87831732,11.10669302,-18.07540722,0.937608872,0.000270037,-0.345377992
7.116,12.99009107,-18.06979337,12.14613542,-20.05268268,0.938020757,0.000283516,0.411884577
7.117,11.01732393,-17.12591798,10.47504314,-18.93501696,0.937588359,0.000297059,-0.432397147
7.118,11.72067073,-17.87302884,11.38665417,-19.32862099,0.937558692,0.00031047,-0.029667696
7.119,11.31015232,-18.58451015,11.44531242,-19.12650919,0.937408221,0.000323689,-0.150471063
7.12,11.81599841,-19.30630775,11.5193965,-19.27802832,0.937450055,0.00033658,0.041834082
7.121,11.45640319,-18.49811013,11.1494836,-18.73934264,0.93724191,0.000349092,-0.208145128
7.122,11.98179982,-18.2457038,11.03246284,-18.10176282,0.93699813,0.000361088,-0.243779726
7.123,12.95810139,-20.25507408,11.47836342,-18.93765437,0.937026517,0.000372393,0.028387353
7.124,11.09324328,-20.81025644,9.884762724,-16.87288717,0.936480517,0.000383052,-0.546000734
7.125,13.57432106,-21.87510769,11.67528512,-18.88886504,0.936988134,0.000393245,0.5076174
7.126,10.98745789,-19.80023759,9.748749372,-16.40217161,0.936339339,0.000402963,-0.648795255
7.127,13.25399471,-21.29810203,11.54479648,-17.89847408,0.93645452,0.000412153,0.115181806
7.128,10.61664598,-19.5759879,9.861940275,-16.82449009,0.935804931,0.000421166,-0.649589494
7.129,13.01338752,-21.68663432,12.03103318,-19.05057435,0.936059806,0.000429899,0.254875508
7.13,12.78627889,-21.16289975,12.45526781,-18.44273499,0.936455022,0.000438418,0.395215329
7.131,10.64355366,-19.67815136,11.36463041,-16.94362448,0.936213498,0.000446897,-0.241523921
7.132,11.11054705,-19.8982178,11.73197247,-17.85729557,0.936020804,0.00045542,-0.192694214
7.133,11.96471502,-20.87252668,12.62340151,-18.80643967,0.936097667,0.00046411,0.076863516
7.134,11.56442067,-21.2695554,12.70879247,-19.23290564,0.936347653,0.000473094,0.249985373
7.135,10.24564037,-20.18791893,11.19134389,-19.28823109,0.936201537,0.000482416,-0.146115264
7.136,12.17758672,-20.94743788,12.43268818,-21.54044371,0.936626331,0.00049194,0.424793734
7.137,11.44634302,-19.76719638,11.6409451,-19.88718682,0.936857386,0.00050162,0.231054777
7.138,10.8369728,-20.39108918,10.77072458,-20.05585704,0.936529097,0.000511645,-0.328288825
7.139,12.29272691,-20.29075224,11.77633707,-20.77149338,0.936837348,0.000522019,0.308250788
7.14,12.31656332,-19.29172799,11.73878688,-21.03404177,0.937185889,0.000532646,0.348541419
7.141,11.31265961,-18.19433616,10.5447127,-20.12122266,0.937022257,0.00054355,-0.16363213
7.142,12.30951491,-17.75266142,11.28857265,-20.40170285,0.937068484,0.000554813,0.046227438
7.143,12.06739682,-17.15781288,10.86289508,-19.50597237,0.936911026,0.000566418,-0.157458334
7.144,13.82178608,-18.10708136,12.44374476,-20.71245239,0.937169909,0.000578293,0.258882687
7.145,11.14057327,-16.17658865,10.66545133,-18.78814898,0.936804754,0.000590358,-0.365154459
7.146,13.37441914,-17.76932127,12.348815,-20.4781289,0.937110173,0.000602668,0.305418266
7.147,11.44686384,-16.93950005,11.20599441,-18.39938337,0.936995202,0.000615145,-0.114970826
7.148,11.25319811,-17.3086427,10.98666476,-18.95578699,0.936575784,0.000627738,-0.419417536
7.149,12.34001213,-18.41926085,11.81819513,-19.39665491,0.93687894,0.000640243,0.303155502
7.15,10.96679347,-18.34175229,10.56884597,-17.88168817,0.936711549,0.000652551,-0.167390847
7.151,12.09287966,-18.87303091,12.07112497,-17.7451666,0.936871683,0.000664642,0.160133929
7.152,11.0380537,-18.78722361,11.23920544,-17.23987768,0.936799534,0.000676407,-0.072148989
7.153,11.61554388,-18.0481495,10.63561896,-17.21109351,0.936587241,0.000687607,-0.21229326
7.154,12.88994041,-19.33105661,11.21086681,-17.29496973,0.936563399,0.000698148,-0.023841489
7.155,11.45411204,-18.90599226,10.49309912,-16.90099948,0.936276923,0.00070808,-0.286475944
7.156,12.76554369,-20.33976986,11.26110336,-17.07247452,0.936312617,0.000717404,0.035693646
7.157,11.35821969,-19.94204699,10.22835295,-16.08831338,0.936074104,0.000726168,-0.238512406
7.158,12.3652209,-20.14788708,10.73562098,-16.13479759,0.93604672,0.000734334,-0.027384603
7.159,11.03406805,-19.45129554,9.984391558,-15.28587414,0.935428165,0.000742101,-0.618554535
7.16,12.95989024,-19.41888149,11.3695634,-16.48123708,0.935426508,0.00074957,-0.001657289
7.161,12.31630695,-19.3240528,10.89455133,-16.38598085,0.935343042,0.000756759,-0.083465562
7.162,13.24601953,-20.59530667,12.06655987,-17.50195328,0.935800644,0.000763689,0.457601182
7.163,10.51205032,-18.90255314,10.57651717,-16.08457922,0.935338984,0.000770657,-0.461659208
7.164,12.03420849,-20.37273349,11.55309463,-17.98684903,0.935404959,0.000777812,0.065974765
7.165,12.60548502,-21.74987566,12.49979134,-19.60742976,0.936191262,0.000785033,0.786302494
7.166,10.9211488,-20.84914772,10.83781307,-18.43264488,0.93605138,0.000792472,-0.139881378
7.167,11.76254051,-20.28607131,11.59976048,-18.84433871,0.936171564,0.000799967,0.120183839
7.168,11.29388684,-20.46655926,10.99522578,-20.56229134,0.936547651,0.000807692,0.376087351
7.169,11.81457519,-19.8921118,11.80580197,-20.61916253,0.936670053,0.000815742,0.122401041
7.17,11.29956906,-19.85588635,11.64966938,-19.60353148,0.936888854,0.000824094,0.218801388
7.171,12.03222406,-20.31609192,12.11483315,-20.37685034,0.937527984,0.000832791,0.639130329
7.172,10.69041148,-19.45846231,11.11872312,-19.84290204,0.937652195,0.000841777,0.124210322
7.173,11.15351723,-18.60416118,10.96638969,-19.03101356,0.937807634,0.000851171,0.155439217
7.174,11.95316334,-18.99279505,11.53475298,-20.03517124,0.938237561,0.000860797,0.429927006
7.175,12.10604132,-18.29678333,11.20156532,-19.88657842,0.938542896,0.000870642,0.30533496
7.176,11.1058118,-17.20173346,10.90380307,-19.65803211,0.938574955,0.000880817,0.032059026
7.177,10.67921881,-17.66034465,10.74803567,-19.22425602,0.938534644,0.000891151,-0.040311097
7.178,12.10216168,-18.22796261,11.83006954,-19.78765518,0.938810751,0.000901489,0.276106875
7.179,10.4604862,-16.50551062,10.53865906,-18.07189273,0.938509392,0.000911803,-0.301358785
7.18,12.31835653,-18.74936986,12.17248599,-20.59545629,0.938875826,0.000921971,0.366434656
7.181,11.94606628,-18.68355033,11.34102925,-19.36852143,0.939029057,0.000931952,0.153230473
7.182,11.00493535,-17.84364448,10.54073127,-18.42095139,0.938836587,0.000941652,-0.192470328
7.183,11.50625239,-18.51059665,11.58551103,-18.37175977,0.938866844,0.000951198,0.030257581
7.184,11.20110379,-18.25913799,11.12961617,-17.66614681,0.938760147,0.000960505,-0.106696871
7.185,10.65434304,-17.83138891,10.71735009,-17.27167976,0.938590939,0.000969679,-0.169208681
7.186,12.35188892,-19.38851503,11.56752813,-17.52695436,0.938628645,0.000978547,0.037706522
7.187,12.33347391,-19.90891334,11.10044675,-16.9177346,0.938704598,0.000986927,0.075952389
7.188,12.06980133,-19.33160143,10.2762995,-16.44417328,0.938509702,0.000994789,-0.194895066
7.189,12.42627977,-20.03380312,10.68657057,-16.48994568,0.938540578,0.001002209,0.030875121
7.19,11.70419835,-18.96852236,10.25561985,-15.43558291,0.938346233,0.001009068,-0.194344853
7.191,11.69875597,-18.4134256,10.51638654,-15.09588268,0.938021602,0.001015435,-0.324630603
7.192,12.1934407,-18.77356105,11.28400658,-15.90177003,0.938090587,0.001021567,0.068984597
7.193,11.76434095,-18.59461579,10.84937508,-16.34005831,0.938128548,0.001027594,0.03796122
7.194,11.32224448,-19.58415858,10.72064681,-16.25097421,0.937967307,0.001033407,-0.161240558
7.195,11.83220054,-21.18228869,11.15964004,-17.18266527,0.93800744,0.001039033,0.040132854
7.196,12.28109297,-20.26781319,11.19800348,-17.65576004,0.938377199,0.001044483,0.369758711
7.197,11.38401934,-21.17213786,10.91671305,-17.89064838,0.938495803,0.001049776,0.118604294
7.198,11.29332056,-21.05798517,11.47659068,-18.33746799,0.938658083,0.001055084,0.162279362
7.199,10.96940409,-19.72513859,11.14909951,-18.60240389,0.938672801,0.001060502,0.014718254
7.2,11.99733756,-20.44453978,11.45178402,-19.80099994,0.938931794,0.001065978,0.258993235
7.201,11.7098357,-20.28670783,11.49164416,-20.14866495,0.939244786,0.001071638,0.312991847
7.202,10.79908999,-19.17873183,10.55065465,-18.9386807,0.93939907,0.001077615,0.154284532
7.203,12.39853538,-19.44602609,11.32179628,-19.81505326,0.939683511,0.001083791,0.284440933
7.204,10.72708177,-18.50588291,9.634329293,-18.3360466,0.939475049,0.001090111,-0.208462081
7.205,13.21921692,-19.99441533,11.66789848,-20.44684786,0.940075945,0.001096342,0.600895682
7.206,10.75542756,-18.51080972,10.03336053,-18.46730888,0.940060265,0.001102661,-0.015680192
7.207,12.05698947,-18.60469868,10.97621843,-19.89510226,0.940371697,0.001108936,0.311432125
7.208,11.82239672,-18.45178629,11.44195047,-19.79208871,0.940575335,0.001115316,0.203638341
7.209,10.44836672,-18.31936963,10.37108114,-18.64813736,0.940489882,0.00112169,-0.085453769
7.21,11.37373135,-19.32620004,11.96111663,-19.98620147,0.941007862,0.001128099,0.517980992
7.211,9.790869169,-18.32277376,10.20564532,-18.37195891,0.940789694,0.001134418,-0.218168583
7.212,12.34717004,-19.75337812,12.01329861,-20.22202376,0.941321255,0.001140385,0.531560616
7.213,11.25631057,-19.16008122,10.65045565,-18.47505616,0.941433082,0.001145923,0.111827871
7.214,11.53930785,-19.47752445,11.33258312,-19.12507787,0.941674262,0.001151138,0.241180016
7.215,10.15695413,-17.93617852,10.76372945,-17.78487152,0.941492753,0.001156233,-0.18150925
7.216,11.55595047,-18.61718044,11.03412735,-17.98168463,0.941654684,0.001161136,0.16193115
7.217,11.46667316,-17.35221889,10.83713787,-17.21246554,0.941410193,0.001165938,-0.244490916
7.218,11.7343468,-17.93600268,11.01159251,-17.34002901,0.941405947,0.001170494,-0.004246435
7.219,12.06624624,-17.53257122,10.68952018,-16.53130299,0.941178371,0.001174774,-0.227576154
7.22,12.58004078,-18.10848114,10.78775534,-16.93804146,0.94134419,0.001178471,0.165819182
7.221,11.24230824,-17.16025529,9.580234413,-15.7740498,0.941167777,0.001181526,-0.17641328
7.222,12.2917429,-17.61656557,10.38052944,-15.11781305,0.940930119,0.001184009,-0.237657896
7.223,11.94770866,-17.82924833,10.30294406,-14.76924877,0.940601142,0.001186118,-0.32897657
7.224,11.43907797,-18.33554759,10.53366085,-14.92714697,0.940369066,0.001188054,-0.232076566
7.225,11.23071682,-18.2806359,10.98220184,-15.64426017,0.940232006,0.001189955,-0.137059594
7.226,11.218007,-18.79525663,10.4880184,-15.54991067,0.939672842,0.00119151,-0.559164077
7.227,12.44523403,-19.84606687,11.32628746,-16.58636784,0.9396213,0.001192681,-0.051542492
7.228,11.39354496,-19.02690088,10.14283709,-15.5608133,0.939222048,0.001193447,-0.399251293
7.229,12.55343939,-19.91942936,10.9902005,-17.01699735,0.939294862,0.00119367,0.072813365
7.23,11.3504228,-19.17647088,10.22232048,-16.75137836,0.939018047,0.001193454,-0.276814558
7.231,13.21654501,-20.83339982,11.27844737,-18.5034735,0.939261576,0.001192913,0.24352848
7.232,11.38779046,-19.09728336,10.1414793,-17.69039142,0.939026857,0.001192124,-0.234718566
7.233,12.19191503,-19.74776851,10.79099561,-17.36401024,0.939032196,0.00119106,0.005339557
7.234,12.92709828,-20.80886974,10.94436689,-19.57768421,0.939352324,0.001189471,0.320127308
7.235,12.11413327,-18.97397159,9.622531384,-18.10433138,0.939485961,0.001187359,0.133637311
7.236,12.74896059,-20.75902912,10.28009214,-19.84608301,0.939903765,0.001184865,0.417804333
7.237,12.41055663,-19.71022057,10.31369095,-19.61773678,0.940308681,0.00118196,0.404915781
7.238,11.05760284,-18.16857471,9.60729909,-18.27945289,0.940209976,0.001178665,-0.098705393
7.239,11.82157159,-18.61942883,10.79696645,-19.45234201,0.940453326,0.001175022,0.243349694
7.24,11.17682621,-17.84316316,10.68852715,-18.55555175,0.940475539,0.001171202,0.022213225
7.241,11.94548568,-18.65943166,12.0016989,-19.71367197,0.940970084,0.001167282,0.494545259
7.242,10.400271,-18.77660548,10.51378041,-18.15442103,0.941122095,0.001163021,0.152010819
7.243,11.62382561,-19.5237831,11.23763353,-18.87366054,0.941577881,0.001158271,0.455786175
7.244,11.45391229,-19.38127795,10.68005358,-18.00988422,0.941892988,0.001152884,0.31510732
7.245,11.33431938,-19.65562499,11.04400834,-17.03935059,0.94204014,0.001146779,0.147151752
7.246,11.32855511,-19.95661527,11.00805088,-16.43952089,0.942010989,0.00114008,-0.029150965
7.247,13.19251335,-21.12444775,11.55549193,-18.5551838,0.942421266,0.001132607,0.410276883
7.248,11.05544397,-19.19808055,9.339626612,-16.23396664,0.941946681,0.001124457,-0.474585165
7.249,12.34991476,-19.17491998,9.952781401,-16.3487804,0.9415521,0.001115384,-0.394580614
7.25,16.58059467,-21.79687879,12.75056956,-19.60178329,0.942412269,0.001105338,0.860168316
7.251,10.28284378,-19.19294455,8.146986428,-14.19099,0.941816612,0.001094191,-0.595656244
7.252,13.80940608,-21.34537622,9.894222515,-16.95090731,0.941701517,0.001081975,-0.115095566
7.253,12.90514773,-21.30323221,9.768584481,-15.9529849,0.941488635,0.001068573,-0.212881743
7.254,14.39636816,-23.30549504,11.04006715,-17.20622912,0.941964686,0.001053968,0.476051407
7.255,10.93752571,-20.45937297,9.467162122,-14.41664356,0.941349506,0.001038251,-0.615179939
7.256,13.1033981,-21.81525241,11.35977995,-15.93841935,0.941437938,0.001021454,0.088431623
7.257,12.68138903,-21.42721735,10.56512153,-14.68525499,0.941337581,0.001003264,-0.100356831
7.258,12.49739961,-21.93589715,10.6311957,-15.2180323,0.941243469,0.000983667,-0.09411191
7.259,11.60077645,-22.25724175,9.881131971,-15.30727724,0.941032684,0.000962697,-0.210785358
7.26,12.86342061,-22.990207,11.08302191,-16.87637749,0.941158474,0.000940521,0.125790105
7.261,11.27848483,-22.14147305,9.792286118,-15.74688221,0.940778555,0.000917271,-0.379919082
7.262,14.9259537,-25.56567445,12.62228837,-19.51157118,0.941758173,0.000892883,0.979618371
7.263,12.11971795,-22.40659036,9.816482738,-15.089571,0.9414871,0.000867244,-0.271073406
7.264,12.23224755,-22.10493799,9.230938512,-14.73034334,0.941015897,0.000840059,-0.471203019
7.265,14.41308497,-23.39858413,10.94923262,-16.30189252,0.941256296,0.000811389,0.240398769
7.266,12.93177546,-21.93844272,9.59416673,-15.3910003,0.941067816,0.000781226,-0.188480035
7.267,13.9487312,-21.81234386,10.64388608,-16.13292346,0.941158772,0.000749677,0.090956803
7.268,12.64439054,-20.63232746,9.534879733,-15.11699312,0.940889153,0.00071679,-0.269619117
7.269,13.27294962,-20.62654251,10.24905878,-15.78718656,0.940883868,0.00068271,-0.005285292
7.27,13.99530339,-21.22980286,11.76891122,-16.51055482,0.941147129,0.00064766,0.263261041
7.271,12.00447588,-20.65450228,10.98717674,-14.00084023,0.940725466,0.000611751,-0.421662755
7.272,12.35220832,-20.54800003,11.06226221,-15.16684231,0.940468476,0.000575179,-0.256990598
7.273,13.42343761,-20.5126153,11.77078967,-15.97073378,0.940509993,0.00053803,0.041517119
7.274,12.00738036,-19.96500717,10.97231647,-15.43033606,0.940124666,0.000500418,-0.385326653
7.275,12.62987607,-19.99103588,11.97051536,-16.16866399,0.94001102,0.000462567,-0.113645917
7.276,11.4995903,-19.91572844,10.82655995,-15.38621993,0.939647123,0.000424464,-0.36389725
7.277,14.01776286,-23.40947071,12.94549383,-16.81655198,0.940079397,0.000386003,0.432274153
7.278,11.73336982,-21.97024159,10.26858929,-14.62186578,0.939600328,0.000347021,-0.479068764
7.279,13.2022007,-22.1977424,11.55895694,-15.66750032,0.939524296,0.000307709,-0.076031972
7.28,14.66310395,-24.11235294,12.25230116,-16.13913386,0.939762181,0.000267969,0.237884775
7.281,12.8997758,-23.59076064,10.65852323,-15.04448142,0.939542193,0.000227802,-0.219988478
7.282,12.55401043,-23.16790741,10.581043,-16.16159581,0.939175637,0.00018733,-0.366555935
7.283,16.196245,-25.68211905,12.90842131,-18.59800355,0.939866163,0.000146386,0.690525858
7.284,11.24794139,-22.81940256,9.764305032,-15.33121708,0.939169614,0.00010509,-0.696548233
7.285,15.63365551,-26.2686396,13.60559237,-18.62677175,0.940098084,6.36E-05,0.928469806
7.286,10.54156362,-23.61678332,10.35015785,-15.20213089,0.93949337,2.20E-05,-0.604714036
7.287,12.74560286,-24.40168522,12.39336371,-16.37634402,0.939641147,-0.0000196,0.147776381
7.288,13.27838353,-25.41489643,12.51382152,-16.87260204,0.940063866,-0.0000612,0.422719541
7.289,12.33657181,-24.24964524,11.70725508,-16.09237681,0.940129989,-0.000102736,0.066122498
7.29,12.40392571,-24.51749903,12.09258249,-17.10391103,0.940220841,-0.000144176,0.090852795
7.291,12.04667375,-24.36432817,11.44035635,-16.67014908,0.940213786,-0.000185815,-0.007055183
7.292,12.51351914,-24.37830438,11.93745952,-17.56546622,0.94025716,-0.00022744,0.043373773
7.293,12.69793547,-24.71492874,12.11029956,-17.61408087,0.940519009,-0.000269263,0.261848974
7.294,11.51419054,-23.05785335,10.77869005,-16.10810813,0.940216794,-0.000311222,-0.30221452
7.295,13.69755718,-23.88496797,12.3278521,-17.66191764,0.940640329,-0.000353226,0.423534975
7.296,13.1477749,-22.69726814,11.22736868,-17.37814958,0.940737265,-0.000395276,0.096935348
7.297,11.66664522,-21.37690258,10.08365424,-16.51579491,0.94019177,-0.00043731,-0.545494672
7.298,14.68892795,-23.55430887,12.85145852,-18.77771418,0.940504834,-0.000479386,0.31306365
7.299,10.76358504,-20.01125879,10.29221024,-15.43554067,0.939537447,-0.000521245,-0.967386332
7.3,15.94420442,-24.29198395,15.15943477,-19.27720071,0.940345963,-0.000562936,0.808515826
7.301,11.11741234,-19.93528728,11.41334051,-15.65752406,0.939584075,-0.000604382,-0.76188839
7.302,12.87217005,-21.00885324,13.28410165,-16.64740249,0.939395768,-0.000645437,-0.188306804
7.303,11.63940258,-20.41882578,12.13251726,-15.93260826,0.938871887,-0.000686333,-0.52388117
7.304,12.61143724,-20.71505348,13.00538284,-16.92222819,0.938719338,-0.000726898,-0.152548687
7.305,11.6143272,-19.95401067,12.14340287,-16.6035793,0.938473684,-0.000767055,-0.245654018
