t,motFRTor,motRRTor,motFLTor,motRLTor,dx,q1,ddx
18.192,10.31275801,-16.65286857,10.23724662,-17.07893371,0.947039299,-0.001483519,-0.151210142
18.193,10.46351622,-16.44026601,10.91428153,-16.41183892,0.946884617,-0.001470875,-0.154681595
18.194,9.08435602,-15.7210006,10.18708625,-15.66140036,0.946448244,-0.001457742,-0.436373219
18.195,11.51728769,-17.8873715,12.39432954,-17.99486493,0.946814313,-0.001444186,0.366068819
18.196,11.78687767,-18.04107411,12.66745152,-17.6118358,0.947299881,-0.001430253,0.485568495
18.197,9.691126811,-17.37247111,10.67418561,-16.90041406,0.947027037,-0.001415777,-0.272844252
18.198,10.23696264,-17.50316659,11.25872218,-17.9064793,0.946984872,-0.001400733,-0.042164722
18.199,9.78501052,-17.3004183,11.01326016,-17.57565919,0.946902464,-0.001384927,-0.082408537
18.2,10.17525293,-17.39660609,11.7120576,-19.09017269,0.947176044,-0.001368535,0.273580873
18.201,9.849606377,-16.58856109,11.07687536,-18.75963423,0.947322591,-0.001351459,0.146546993
18.202,10.83734139,-16.52292366,11.61985907,-19.40846735,0.947988605,-0.001333648,0.666013551
18.203,8.227974708,-15.69951782,9.673117269,-18.81466663,0.947535168,-0.001315095,-0.45343665
18.204,10.26817005,-15.71119941,11.05751582,-20.40381452,0.947765445,-0.001295732,0.230276138
18.205,10.55379429,-15.56559063,10.71956463,-19.52483439,0.948001102,-0.001275699,0.235657156
18.206,9.853109031,-16.3867176,10.47497742,-19.71395282,0.948104793,-0.001255132,0.103691655
18.207,10.40346658,-16.78052552,11.13497458,-19.3363711,0.948203559,-0.001234011,0.09876541
18.208,10.09273218,-15.55197792,11.05631676,-18.4426731,0.947967419,-0.001212354,-0.236139437
18.209,10.9048951,-15.7600738,12.04188129,-19.74976349,0.948192557,-0.00119013,0.225138009
18.21,10.22283507,-15.51173766,11.01561589,-18.59413819,0.948126989,-0.001167478,-0.065567859
18.211,10.54277642,-15.56241457,10.86128901,-18.55017128,0.948100772,-0.001144518,-0.026217661
18.212,9.90094021,-14.72716926,10.56943529,-18.41189564,0.947925945,-0.001121139,-0.174826501
18.213,10.64987491,-14.34166922,11.01651183,-18.36474419,0.947978007,-0.001097419,0.052062197
18.214,9.511131827,-13.70374223,10.72828262,-16.49805594,0.947642293,-0.00107348,-0.335713999
18.215,10.98769624,-13.99195036,11.58262382,-17.51178544,0.947814227,-0.001049214,0.171933432
18.216,10.10157669,-12.87435692,10.83962616,-16.70651017,0.947667609,-0.001024547,-0.146618107
18.217,9.672245304,-12.61068691,10.7234774,-16.03902141,0.94734442,-0.000999497,-0.32318926
18.218,10.17524117,-14.1261213,11.28473035,-16.81667056,0.947292882,-0.000974271,-0.051537806
18.219,10.35019715,-15.0944699,11.37277573,-17.49525321,0.947346601,-0.000948883,0.05371948
18.22,9.487969112,-14.52366442,9.97880163,-16.63876628,0.946953889,-0.00092341,-0.392712265
18.221,11.00637508,-15.11892627,10.86801505,-17.09925119,0.946675962,-0.00089781,-0.27792669
18.222,11.46944538,-15.22945483,10.79951987,-16.33946981,0.946418322,-0.000872409,-0.257639844
18.223,11.16488642,-15.00014668,10.9052532,-16.44926175,0.946123986,-0.000847038,-0.294336321
18.224,10.99144373,-14.11921558,10.89529551,-16.0115765,0.945692584,-0.000821596,-0.431402078
18.225,11.75044252,-14.15820071,11.33825691,-16.1705986,0.945497229,-0.000796119,-0.19535479
18.226,10.30343548,-13.75212727,10.14534,-15.09577228,0.944862116,-0.000770482,-0.6351135
18.227,12.79136754,-15.80173845,12.30556023,-17.28494714,0.945056681,-0.000744732,0.194564847
18.228,10.34898147,-15.06151026,10.44599339,-15.9283679,0.944584283,-0.000718717,-0.472397659
18.229,11.69893451,-15.57746057,11.68945151,-17.2311039,0.944597239,-0.00069244,0.012956099
18.23,10.16151454,-15.08821974,10.36716959,-17.2945111,0.944202931,-0.000665974,-0.394307534
18.231,10.90097618,-14.87221561,11.38879272,-17.72140766,0.944352513,-0.000639454,0.149581749
18.232,10.1003095,-14.32625882,10.01122062,-17.50308138,0.944071628,-0.000613029,-0.280885171
18.233,11.77892019,-16.29027178,11.57955616,-18.49418042,0.944404327,-0.000586896,0.332698981
18.234,10.09461857,-16.5858809,9.958308887,-17.75320939,0.94446678,-0.000561126,0.062452484
18.235,9.347331151,-16.93770073,9.389885666,-17.03946065,0.944200445,-0.000535742,-0.266334062
18.236,12.10010791,-18.57015064,11.64775175,-19.04212727,0.944764074,-0.000510776,0.563628858
18.237,10.70756549,-16.98860836,10.53587798,-17.11860047,0.944740669,-0.000486243,-0.023405028
18.238,11.22199512,-17.82169944,11.01706876,-17.3310275,0.944917609,-0.000462436,0.176939416
18.239,11.58335498,-18.16915147,11.37896782,-17.19631451,0.94501732,-0.000439438,0.099711557
18.24,11.26305472,-18.25275347,11.58064353,-17.32926336,0.944996217,-0.000416979,-0.021103669
18.241,10.69107837,-17.61901432,11.30208925,-17.11170239,0.945062695,-0.000395035,0.066478819
18.242,11.6124617,-18.12815755,11.90234909,-18.34095983,0.945319206,-0.000373611,0.256510314
18.243,10.3342409,-16.48781225,10.92442598,-16.83159457,0.945302755,-0.000352604,-0.016451068
18.244,12.17882134,-18.58216619,13.47880141,-19.40628342,0.94612442,-0.000331813,0.821665692
18.245,9.940308068,-16.29146806,11.28674779,-17.16174399,0.946167922,-0.000311214,0.043501436
18.246,10.46906425,-15.9509589,11.19192849,-17.12890415,0.946226609,-0.00029089,0.058686767
18.247,10.41069167,-16.08451109,10.62742782,-16.41556889,0.946102267,-0.000271007,-0.124342032
18.248,12.92936223,-18.01917194,12.79711004,-18.3527265,0.946747272,-0.000251628,0.645005314
18.249,10.37737747,-17.20096951,10.52155885,-15.19627218,0.946489147,-0.000232838,-0.258125119
18.25,11.80408632,-18.46879095,11.62417872,-16.56372666,0.946691907,-0.00021479,0.202760321
18.251,11.30009798,-17.99342056,10.8757093,-16.33872491,0.946544427,-0.000197517,-0.147480365
18.252,12.34976986,-17.76463879,10.49358837,-15.74150665,0.946380686,-0.000181056,-0.163740825
18.253,12.42342872,-17.87919122,10.58854047,-15.88056297,0.946115927,-0.000165382,-0.264758793
18.254,13.0270479,-17.65171679,11.33164033,-15.31181218,0.945807096,-0.000150538,-0.308830671
18.255,12.24688534,-17.63496462,11.16389289,-14.34170124,0.945425646,-0.000136586,-0.381450886
18.256,12.52732619,-18.31868732,11.13971457,-14.64279213,0.945182692,-0.000123604,-0.242953146
18.257,13.18340282,-19.24434165,11.92472086,-16.16141283,0.945244722,-0.000111281,0.062030116
18.258,12.21121597,-18.50507935,11.25173784,-15.79387269,0.945039918,-0.0000996,-0.204804861
18.259,10.85249091,-17.24863803,10.3678499,-15.18320677,0.944535719,-0.0000884,-0.504198176
18.26,13.07053014,-18.91914887,12.32870389,-17.21512883,0.944575442,-0.0000779,0.039722523
18.261,12.61568541,-19.54623848,11.86978373,-16.80136968,0.944520363,-0.0000682,-0.055079077
18.262,11.26859982,-19.22853858,11.15495666,-16.71100343,0.94431041,-0.0000592,-0.209953233
18.263,12.25105542,-19.80200969,11.51012649,-17.42709637,0.944381898,-0.0000511,0.071487978
18.264,10.96944379,-19.64669808,10.57718153,-16.38014321,0.944207374,-0.0000438,-0.174523874
18.265,11.28616292,-20.22864755,10.38813758,-16.94810958,0.94409026,-0.0000375,-0.117114049
18.266,13.51299465,-21.66394866,11.89194751,-18.66771116,0.944498876,-0.0000321,0.408615946
18.267,11.03196962,-20.40194738,10.48958491,-16.40789924,0.944065363,-0.0000278,-0.433512852
18.268,12.94002765,-20.93173894,12.24131081,-17.85138688,0.944278798,-0.0000242,0.213435406
18.269,11.7709144,-20.43685207,11.47313691,-16.23341607,0.944097976,-0.0000215,-0.180821755
18.27,12.77292886,-20.80959441,12.09960446,-16.86236571,0.944177334,-0.0000196,0.079357896
18.271,12.70476062,-20.30931576,11.86913891,-16.47562348,0.944055766,-0.0000186,-0.121568091
18.272,12.76158493,-19.45415821,11.60418992,-16.39179672,0.943846737,-0.0000184,-0.209029507
18.273,12.97798429,-19.48502684,12.42152242,-16.5536595,0.943622486,-0.0000188,-0.224251043
18.274,12.14051213,-18.44921183,11.63326626,-15.78519935,0.943255504,-0.00002,-0.366981488
18.275,13.16807789,-19.02172423,12.37701526,-16.92421396,0.943197367,-0.0000217,-0.058136898
18.276,12.10748949,-17.59543206,11.71939725,-15.92388383,0.942849632,-0.000024,-0.347734999
18.277,11.35931536,-16.22034818,10.84416083,-14.86422346,0.942026491,-0.0000267,-0.823141518
18.278,14.78290957,-18.32953476,13.26430121,-17.18651955,0.942157021,-0.0000301,0.130529782
18.279,11.92569112,-17.48753209,10.50636241,-15.14292833,0.941545643,-0.0000341,-0.611377654
18.28,13.34220665,-18.03993217,11.20072373,-15.7336045,0.941058289,-0.0000388,-0.487353706
18.281,12.97970935,-18.36900911,11.2275729,-16.21847247,0.940431626,-0.000044,-0.626663317
18.282,15.45904101,-19.45727309,12.42851211,-17.9010659,0.940325233,-0.0000496,-0.106392795
18.283,13.7209719,-18.50177546,11.2907871,-16.08884954,0.939704051,-0.0000555,-0.621182019
18.284,14.6784147,-19.01503342,11.70541686,-16.72137538,0.939260716,-0.0000616,-0.443335141
18.285,13.28958999,-18.52824493,11.25090101,-16.20396595,0.938723122,-0.0000678,-0.537593882
18.286,14.33151034,-19.39070802,12.26198442,-16.99090278,0.938494436,-0.000074,-0.228686531
18.287,13.6317568,-18.6127637,11.42722671,-16.35403984,0.938025102,-0.0000803,-0.469333524
18.288,13.20390953,-18.39804616,11.02451589,-15.71695515,0.937405317,-0.0000867,-0.619785114
18.289,15.57149589,-20.49476184,13.51628631,-17.27458501,0.937533842,-0.0000934,0.128524766
18.29,12.96902403,-19.47185531,11.42880412,-15.59704373,0.93708766,-0.000100288,-0.446182068
18.291,13.53611832,-20.06684221,11.98435925,-16.73183432,0.936379984,-0.000107435,-0.707675386
18.292,13.8113913,-19.65281632,12.24542244,-17.03581784,0.936312699,-0.000114843,-0.067285423
18.293,11.99270368,-20.82515791,11.36573993,-17.12665949,0.935887241,-0.000122516,-0.425457788
18.294,12.75747359,-20.51860085,11.35421273,-17.15458579,0.935517582,-0.000130472,-0.369659293
18.295,14.86011955,-21.86888936,12.64632259,-18.53184675,0.935772256,-0.000138627,0.254674479
18.296,13.14787182,-20.99436231,11.73824568,-17.3744235,0.935708899,-0.000146924,-0.063357405
18.297,12.39241615,-20.1610289,11.59005356,-18.04702086,0.935242102,-0.000155342,-0.466796416
18.298,12.34555692,-19.8187883,12.57291532,-18.16655126,0.934981444,-0.000163595,-0.260657916
18.299,12.21055716,-18.98782146,12.00038029,-17.76698863,0.934548339,-0.00017191,-0.433105241
18.3,14.05940617,-20.22273076,13.39585948,-18.88485541,0.93487481,-0.000180093,0.326470385
18.301,11.79421369,-18.50988715,11.66817985,-17.39451023,0.934496933,-0.000188314,-0.377876859
18.302,12.48446005,-18.50689269,11.61715186,-17.42288976,0.934132119,-0.000196421,-0.364813426
18.303,13.63220228,-19.17642239,13.1000035,-18.15122087,0.93414644,-0.000204437,0.014320329
18.304,11.81511101,-17.43916534,11.957268,-17.43471267,0.933704308,-0.00021254,-0.442131761
18.305,12.12896305,-17.51057566,12.4499124,-17.92429163,0.933397771,-0.000220469,-0.306536849
18.306,12.59427917,-17.20763256,12.82925373,-18.52769313,0.933312619,-0.000228191,-0.085152372
18.307,11.99848085,-17.20339787,11.9121538,-17.23774839,0.933000591,-0.000235669,-0.312027737
18.308,13.13209876,-17.11439178,12.1558002,-17.35609836,0.932741278,-0.000243097,-0.259313186
18.309,14.12357603,-17.9263388,12.27299449,-17.6305845,0.932585691,-0.000250635,-0.155586822
18.31,13.43315416,-17.91547031,11.92112593,-17.91421333,0.932382924,-0.000258176,-0.202766645
18.311,12.24646743,-18.17279904,11.54549267,-17.14096231,0.93177805,-0.000265591,-0.604873832
18.312,14.82061564,-21.24805096,13.40150772,-19.19510067,0.93220958,-0.000272999,0.431529091
18.313,13.42303528,-20.16313661,11.60496196,-18.26866155,0.931718966,-0.000280414,-0.490613537
18.314,13.44642203,-20.06955748,12.11342429,-18.12733277,0.931435456,-0.000287758,-0.283510094
18.315,13.1704056,-19.68037763,11.87329474,-17.95791259,0.930923644,-0.000294837,-0.511811771
18.316,13.97099412,-20.05909222,12.68491193,-19.20552908,0.930855379,-0.000301378,-0.068265126
18.317,13.21621782,-19.80813861,12.01591998,-18.35229499,0.930694955,-0.000307544,-0.160424487
18.318,13.25555302,-20.02487127,11.9035172,-18.44180026,0.930586454,-0.000313411,-0.108500848
18.319,14.11473052,-20.70822188,12.97474889,-17.86465602,0.930543134,-0.000319024,-0.04331934
18.32,12.06461179,-20.57078533,11.43160965,-16.53034821,0.930023758,-0.000324476,-0.519376604
18.321,13.91076636,-20.03843818,12.20831109,-18.33522378,0.929839004,-0.000329647,-0.184753514
18.322,12.95205239,-20.63526476,11.67708348,-17.78368589,0.929511034,-0.000334608,-0.327970535
18.323,13.14990364,-21.25380763,12.1362471,-19.33191936,0.92924181,-0.000339401,-0.26922324
18.324,12.35903138,-21.19261799,11.99730845,-19.21768391,0.929026009,-0.000343883,-0.215801647
18.325,13.18502609,-20.90082697,12.42143752,-19.86811064,0.929137258,-0.000348002,0.111249541
18.326,11.33602208,-18.88831369,10.4319825,-17.65254582,0.9284535,-0.000351768,-0.683758587
18.327,14.97162069,-21.21051432,13.52271674,-20.74801125,0.928898002,-0.000355245,0.444501905
18.328,12.16448604,-19.56009309,11.63294143,-18.97106482,0.92850623,-0.000358338,-0.391771795
18.329,11.84983718,-18.6475572,11.87302345,-19.15283195,0.928359398,-0.000360843,-0.146831391
18.33,12.6228289,-18.92352742,12.82672117,-19.27766036,0.928200557,-0.000362707,-0.158841135
18.331,12.51959415,-18.37872966,12.49214674,-18.99948243,0.928049498,-0.000363965,-0.151059341
18.332,12.35702325,-17.87437037,12.31150062,-18.96799195,0.927974159,-0.000364589,-0.07533911
18.333,11.03463362,-17.65316896,11.39217516,-18.32472783,0.927664571,-0.000364767,-0.309587595
18.334,12.13593594,-18.1289116,12.02174953,-19.02589051,0.927749593,-0.000364491,0.085021443
18.335,11.84738328,-18.28030829,12.78094255,-19.35480891,0.927802908,-0.00036379,0.05331536
18.336,10.53695412,-17.11390257,11.41928396,-17.82800516,0.927413198,-0.000362644,-0.389710463
18.337,11.67499704,-17.94558086,13.19816054,-19.17659955,0.927516294,-0.000360859,0.10309666
18.338,11.07877091,-16.53246262,11.83374875,-17.44429077,0.927400335,-0.000358689,-0.11595928
18.339,11.17283117,-17.02662278,11.35826963,-17.41367422,0.927201001,-0.000356313,-0.199334042
18.34,13.64395926,-18.55384222,12.97919933,-19.08191828,0.927660946,-0.000353877,0.459944893
18.341,10.66911949,-16.94290613,10.4689368,-17.20434021,0.927205342,-0.000351427,-0.455603356
18.342,12.09725396,-18.81536309,11.58556845,-18.20209724,0.927122419,-0.000349007,-0.082923936
18.343,12.15035129,-19.89649091,12.31741299,-17.7247772,0.927071192,-0.000346504,-0.051226794
18.344,11.70481057,-19.82804723,12.04584311,-17.14141354,0.926957634,-0.000343968,-0.113557816
18.345,11.61291757,-19.2870247,11.54449964,-16.51651906,0.926518342,-0.000341339,-0.439292241
18.346,12.20697194,-18.79402222,12.41937036,-16.42086263,0.926307034,-0.000338638,-0.211307849
18.347,13.55295776,-19.71380238,13.18743556,-17.13688271,0.926430916,-0.000336038,0.123882134
18.348,11.35934288,-17.70226479,11.73575239,-16.91029189,0.925950698,-0.000333011,-0.480217841
18.349,12.22505881,-18.27254468,12.74861382,-18.46079257,0.92582103,-0.000329497,-0.129667929
18.35,12.37184534,-18.77327028,12.86212509,-18.77170767,0.925859228,-0.000325479,0.038197855
18.351,11.51185078,-19.94720049,12.19218472,-18.37881934,0.925677783,-0.000321015,-0.181445292
18.352,11.11213251,-19.60517789,12.23453997,-18.82566587,0.925638869,-0.000316094,-0.038913498
18.353,11.28967615,-19.17905512,12.09603348,-20.1426721,0.92561921,-0.000310723,-0.019659527
18.354,12.78551418,-19.30918723,12.87988346,-20.62398276,0.925726475,-0.000305008,0.107264988
18.355,11.72273054,-18.03049463,11.73220713,-19.65633467,0.925529022,-0.000298909,-0.197453119
18.356,13.49974681,-19.80677709,13.09795404,-21.42278341,0.926132989,-0.000292537,0.603967713
18.357,10.82781642,-18.61143571,10.75814002,-20.03964084,0.925927214,-0.000285888,-0.205775547
18.358,11.75248158,-19.06846094,11.26732277,-21.31313948,0.925987755,-0.00027894,0.060541194
18.359,13.14021105,-19.30324802,12.0377697,-21.96919793,0.926369992,-0.000271786,0.382237383
18.36,11.77465514,-17.93112931,10.86493947,-20.64662645,0.926229677,-0.000264351,-0.140315074
18.361,12.5829214,-17.9133817,12.1941866,-21.33228511,0.92634677,-0.000256624,0.117092811
18.362,12.38657085,-17.07784119,12.67668407,-20.23771676,0.926370216,-0.0002483,0.023445598
18.363,11.96452059,-16.954446,12.15149485,-20.3644096,0.926350721,-0.000239431,-0.01949484
18.364,12.3317084,-17.26279265,12.20210446,-20.36280529,0.926367091,-0.000230097,0.016369746
18.365,11.93644655,-17.05647311,11.61848087,-20.92298626,0.926468279,-0.000220477,0.101187952
18.366,11.50573083,-16.96172944,11.17619323,-20.26356711,0.926398711,-0.000210707,-0.069567271
18.367,12.66917098,-17.82518918,12.76233872,-20.92609561,0.926782262,-0.000200889,0.383550618
18.368,10.77303852,-16.70604641,11.31969981,-19.39889319,0.926339535,-0.000190908,-0.44272712
18.369,13.29831428,-18.08866896,13.06119593,-21.11274459,0.926863888,-0.000180774,0.524353215
18.37,10.95746469,-16.8313903,11.37263483,-18.83890739,0.926583731,-0.00017064,-0.280156774
18.371,12.02386569,-17.5615487,11.77118085,-19.2016698,0.926602034,-0.000160632,0.01830241
18.372,11.93615373,-18.36107039,11.6312975,-18.76872184,0.926539557,-0.000151002,-0.06247646
18.373,13.17358441,-19.95199765,11.7799269,-18.70353744,0.926570358,-0.000141709,0.03080101
18.374,12.6914875,-20.25087328,11.22725431,-17.94204746,0.926531404,-0.000132748,-0.038954579
18.375,11.86208932,-19.4480183,10.94545339,-17.44117703,0.926229625,-0.000123922,-0.301778316
18.376,12.29057552,-20.05216573,12.02015236,-17.93789189,0.926185132,-0.000115216,-0.044493031
18.377,12.12870214,-20.70241546,12.11875309,-17.96177124,0.926229159,-0.000106586,0.044026965
18.378,12.41681875,-19.73498484,11.77840105,-16.69384606,0.925964623,-0.0000982,-0.264536282
18.379,12.07486434,-20.11106086,12.25678668,-17.03490736,0.925840336,-0.0000898,-0.12428697
18.38,12.23821221,-20.4357072,12.47586157,-17.75200011,0.925794786,-0.0000814,-0.04555029
18.381,12.14341404,-20.34268056,12.78173925,-18.01125476,0.925718685,-0.0000728,-0.076100697
18.382,12.33781072,-21.6177763,12.88219848,-19.3356674,0.9258169,-0.0000637,0.098215371
18.383,12.3697211,-21.76631546,12.7580699,-19.88363337,0.92603078,-0.0000542,0.213880136
18.384,11.40993175,-20.9304192,11.86696638,-18.7109343,0.92581634,-0.0000442,-0.214440981
18.385,11.97610502,-21.01124242,12.39116478,-20.81568463,0.926009067,-0.0000338,0.192727443
18.386,12.2203742,-20.69664635,12.25093706,-20.79680357,0.926234633,-0.0000231,0.22556626
18.387,10.62390386,-19.06953303,10.91345789,-19.07196635,0.925885453,-0.0000119,-0.349179725
18.388,14.03099984,-21.86565874,13.9187293,-22.679633,0.926865787,-0.000000337,0.980333892
18.389,11.58740349,-20.18377165,11.66391003,-20.42485305,0.927027042,1.16E-05,0.161254833
18.39,10.92816149,-19.50276496,10.96480333,-20.12783832,0.926886405,2.38E-05,-0.140637685
18.391,13.10429797,-19.93589882,11.90372347,-20.95662898,0.927199861,3.61E-05,0.313456947
18.392,11.7480203,-18.21011219,10.46482007,-18.7894421,0.926918309,4.85E-05,-0.281552262
18.393,14.2986659,-20.0502937,13.00945779,-20.98838825,0.927625074,6.10E-05,0.706765144
18.394,12.30864892,-18.72930838,11.82711594,-20.02150423,0.927840114,7.36E-05,0.215039188
18.395,11.16242361,-18.66751408,11.16355092,-19.02903623,0.92768875,8.64E-05,-0.151363295
18.396,12.49353157,-19.28024625,12.08120812,-19.48628558,0.927886416,9.92E-05,0.197665789
18.397,11.68406466,-18.67128305,11.41100262,-19.7359409,0.928069178,0.000112147,0.182762455
18.398,12.04518963,-19.09500097,11.57208354,-19.06260254,0.928331258,0.000125079,0.262079178
18.399,11.16438941,-18.62819324,10.95908242,-19.00013223,0.928359479,0.000137828,0.028221817
18.4,10.81612821,-18.53192783,11.0645588,-18.799264,0.928214577,0.000150546,-0.144902106
18.401,12.87270025,-20.42427025,12.63266076,-20.39983925,0.928731746,0.000162785,0.517168525
18.402,11.1321064,-18.89485632,11.56755344,-18.25009598,0.928683209,0.000174834,-0.048537036
18.403,11.56602048,-19.22688959,11.8237464,-18.08699175,0.928661974,0.000186418,-0.021234677
18.404,11.21635282,-19.6419806,11.54277651,-17.83581867,0.928559279,0.00019762,-0.102694943
18.405,12.72602752,-21.82210477,11.96038906,-18.50682838,0.928844979,0.000208509,0.285699327
18.406,11.28810627,-20.49150134,10.79082741,-17.12680718,0.928632568,0.000219137,-0.212410695
18.407,11.27527978,-20.15747319,11.02218881,-17.49895648,0.92842039,0.000229774,-0.212177685
18.408,12.72169086,-20.91157893,12.61381663,-18.69470578,0.928794745,0.000240458,0.37435473
18.409,10.57060924,-19.68645618,11.141615,-16.48323966,0.928599381,0.000251109,-0.195364192
18.41,11.164427,-19.59569889,11.78899931,-16.89005091,0.928513332,0.000261815,-0.086049101
18.411,12.45155031,-20.40398923,13.03475961,-18.06478211,0.928872482,0.00027251,0.359150807
18.412,10.10094515,-19.20792914,11.56738348,-16.57619499,0.92840882,0.000283296,-0.463662147
18.413,12.40282755,-20.02612567,13.44475507,-19.27914896,0.928690058,0.000294386,0.281238096
18.414,11.40322713,-20.93443137,12.64361331,-19.38470113,0.92891326,0.000305777,0.223202058
18.415,10.22386678,-19.93195771,11.54719312,-18.87192782,0.9285656,0.000317474,-0.347660546
18.416,12.8613608,-21.0112407,13.57838739,-22.04586588,0.929153911,0.000329591,0.588311016
18.417,10.77244278,-20.1199771,11.32785667,-20.8882856,0.929077027,0.000342245,-0.076884039
18.418,11.78605737,-19.4900405,11.58862955,-21.01309096,0.929182471,0.000355409,0.105444072
18.419,11.20874018,-18.91939302,11.18039024,-20.26633266,0.929105515,0.000368871,-0.076955952
18.42,13.52451261,-20.9162139,12.928291,-22.52452653,0.929960328,0.000382776,0.854813429
18.421,11.14229545,-18.84613195,10.5203936,-20.30012843,0.929936697,0.00039701,-0.023631735
18.422,11.38141748,-19.09376992,10.51122982,-20.69405487,0.929938804,0.000411534,0.002107186
18.423,13.79246766,-19.18083394,11.54690721,-21.61536256,0.93062011,0.000426297,0.681306371
18.424,11.38564305,-18.41196023,9.389426323,-19.82997885,0.930382668,0.00044109,-0.237441838
18.425,14.31768729,-19.65255197,12.30189344,-22.4305281,0.931171519,0.000456164,0.788850416
18.426,11.48989856,-18.30444521,10.45609057,-19.99143593,0.93093293,0.000471478,-0.238588937
18.427,11.62038298,-18.50752399,10.94750228,-19.54829675,0.930856199,0.000486826,-0.076731064
18.428,14.19240995,-20.64234102,13.41166183,-22.29053592,0.931793749,0.000502152,0.937550465
18.429,10.77386372,-17.79579493,10.24701143,-19.15461348,0.931599749,0.000517418,-0.193999889
18.43,12.16298332,-18.45388607,11.08850528,-20.16054743,0.931812654,0.000532578,0.212904417
18.431,11.45448125,-19.00276877,10.69723545,-19.49721612,0.931859302,0.000547447,0.046648151
18.432,11.99187759,-18.75785536,11.0615783,-19.65298696,0.932042903,0.000562065,0.18360085
18.433,10.77236509,-17.36157886,10.6664254,-18.32196009,0.931908285,0.000576468,-0.134618286
18.434,12.17931333,-19.17159273,11.83248207,-18.9735676,0.932276592,0.000590441,0.368306993
18.435,10.92075949,-18.79230928,10.22776695,-17.46583832,0.932074936,0.0006039,-0.201655045
18.436,11.18318428,-19.5630754,10.12754392,-16.98890793,0.931856665,0.000616754,-0.218271146
18.437,14.31611564,-23.07885702,12.38555131,-19.99498317,0.932726407,0.000629131,0.869741682
18.438,10.09296,-18.67110544,8.883756131,-15.59397055,0.931946706,0.000641174,-0.779700789
18.439,13.80974041,-22.21265824,11.63890784,-19.1570269,0.932449923,0.00065269,0.503217012
18.44,11.15247261,-19.28063002,9.698772053,-16.10494774,0.931976354,0.000663806,-0.473569414
18.441,13.68399045,-21.3461961,12.31437428,-18.45303886,0.932273841,0.00067454,0.297487327
18.442,11.92060075,-19.46975726,11.16760171,-16.9900283,0.93192761,0.000685065,-0.346231438
18.443,12.48670626,-19.81744396,11.62880211,-17.57494729,0.93222119,0.000695422,0.293580696
18.444,11.35783186,-20.08360982,11.61122462,-17.80358,0.931790618,0.000705801,-0.430572502
18.445,12.59795622,-20.75895207,12.77552562,-19.43379349,0.932133958,0.000716218,0.343340527
18.446,9.531928577,-18.88112769,10.15989108,-16.82681373,0.931460717,0.000726649,-0.673241844
18.447,14.13358494,-22.7106512,14.74369903,-22.19514144,0.932542169,0.000737154,1.081452152
18.448,9.776058418,-19.00118893,10.94692479,-19.39785896,0.93217025,0.000747972,-0.371918797
18.449,12.32071591,-20.40627259,12.90652749,-21.12728063,0.932750143,0.00075898,0.579893089
18.45,11.02833655,-19.34291548,11.30823435,-19.80019489,0.932256636,0.000770406,-0.493507043
18.451,11.65224002,-18.99018041,11.69614936,-20.29898921,0.932464811,0.000782247,0.208174679
18.452,11.21868491,-18.94900547,11.02778947,-19.95215276,0.932434238,0.000794257,-0.030573152
18.453,11.38256788,-18.57856215,10.72705754,-19.54363201,0.932206582,0.000806336,-0.227655449
18.454,13.75621278,-19.7447768,12.04087938,-21.07679405,0.932746151,0.000818237,0.539568498
18.455,11.49379818,-17.29286236,9.855304817,-18.19414432,0.932521952,0.00083008,-0.224198287
18.456,12.20193264,-18.01438983,9.881539059,-18.78716513,0.932363046,0.000841797,-0.158906478
18.457,13.30552739,-18.29501062,10.96770718,-20.20784918,0.93268541,0.000853408,0.32236419
18.458,11.50927709,-17.44925491,9.687160661,-18.26969349,0.932259917,0.000864854,-0.425492653
18.459,13.6332832,-19.10883012,11.84482401,-20.36961999,0.932646917,0.000876061,0.386999328
18.46,12.41669734,-19.20968599,11.18395424,-19.78865714,0.932704581,0.000886834,0.057663874
18.461,12.0458068,-19.14245494,10.81382025,-18.65234367,0.932607644,0.00089704,-0.096936414
18.462,11.90052682,-19.3324041,10.80323379,-18.74998677,0.932593862,0.000906835,-0.01378208
18.463,12.36080708,-18.97348142,10.87293531,-18.20048234,0.932704014,0.000915977,0.110152356
18.464,12.38119651,-18.4722382,10.53523128,-17.66838512,0.93294107,0.000924358,0.237055646
18.465,10.8724958,-18.62608485,10.58787396,-17.2023294,0.932682287,0.000932221,-0.258783464
18.466,12.23926726,-18.89345104,11.13880144,-16.838372,0.932648519,0.000939364,-0.033767209
18.467,10.20962145,-18.40627255,9.45133167,-15.69012877,0.932164616,0.00094576,-0.483903045
18.468,15.20112725,-22.12518496,12.57805481,-19.43327821,0.932922389,0.000951214,0.757772479
18.469,11.88182463,-18.60045048,9.302653567,-15.22902896,0.93245587,0.00095573,-0.466518702
18.47,12.5423117,-18.85270656,9.693351566,-16.22327699,0.932221063,0.000959452,-0.234806833
18.471,11.61331472,-19.15591987,9.53764895,-15.72159662,0.931897004,0.000962423,-0.324059576
18.472,13.28073352,-19.91149003,10.64497669,-16.31659211,0.93212692,0.000964742,0.229916744
18.473,11.29534695,-18.70234837,9.334075141,-14.72138586,0.931530637,0.000966469,-0.596283079
18.474,14.11045424,-21.51972148,11.96398382,-17.85050028,0.932056398,0.000967605,0.52576082
